gid,year,m_20g_pop,w_20g_pop,m_30g_pop,w_30g_pop,m_40g_pop,w_40g_pop,m_50g_pop,w_50g_pop,m_60g_pop,w_60g_pop,m_70g_pop,w_70g_pop,m_80g_pop,w_80g_pop,m_90g_pop,w_90g_pop,m_100g_pop,w_100g_pop
다사679385,2023,41.0,28.0,38.0,36.0,30.0,35.0,59.0,56.0,34.0,57.0,32.0,26.0,0.0,19.0,,0.0,,
다사680382,2023,0.0,6.0,0.0,0.0,7.0,0.0,11.0,7.0,6.0,0.0,0.0,6.0,,0.0,,0.0,,
다사629293,2023,,,,,,,,,,,,,,,,,,
다사679355,2023,10.0,10.0,21.0,23.0,41.0,37.0,17.0,28.0,12.0,19.0,8.0,9.0,0.0,0.0,,0.0,,
다사629295,2023,,,,,,,,,,,,,,,,,,
다사679356,2023,8.0,0.0,31.0,35.0,52.0,41.0,15.0,22.0,20.0,24.0,0.0,0.0,,0.0,0.0,,,
다사679357,2023,,,,,,,,,,,,,,,,,,
다사629294,2023,,,,,,,,,,,,,,,,,,
다사679358,2023,,,,,,,,,,,,,,,,,,
다사679359,2023,,,,,,,,,,,,,,,,,,
다사679364,2023,,,,,,,,,,,,,,,,,,
다사679360,2023,,,,,,,,,,,,,,,,,,
다사629292,2023,,,,,,,,,,,,,,,,,,
다사679361,2023,,,,,,,,,,,,,,,,,,
다사629291,2023,,,,,,,,,,,,,,,,,,
다사679362,2023,,,,,,,,,,,,,,,,,,
다사679363,2023,,,,,,,,,,,,,,,,,,
다사629296,2023,,,,,,,,,,,,,,,,,,
다사679354,2023,0.0,10.0,0.0,9.0,27.0,21.0,7.0,11.0,0.0,8.0,0.0,0.0,0.0,0.0,,0.0,,
다사679353,2023,0.0,0.0,0.0,7.0,8.0,10.0,11.0,11.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,
다사629297,2023,,,,,,,,,,,,,,,,,,
다사679352,2023,11.0,12.0,52.0,34.0,24.0,23.0,17.0,31.0,28.0,33.0,18.0,21.0,0.0,7.0,0.0,,,
다사629298,2023,,,,,,,,,,,,,,,,,,
다사679351,2023,,,,,,,,,,,,,,,,,,
다사679350,2023,0.0,10.0,26.0,23.0,21.0,17.0,11.0,15.0,16.0,21.0,9.0,8.0,0.0,,,,,
다사629299,2023,,,,,,,,,,,,,,,,,,
다사679349,2023,8.0,6.0,10.0,12.0,6.0,0.0,0.0,7.0,11.0,12.0,0.0,0.0,0.0,0.0,,0.0,,
다사629300,2023,,,,,,,,,,,,,,,,,,
다사679348,2023,34.0,35.0,46.0,27.0,32.0,17.0,19.0,20.0,22.0,17.0,6.0,9.0,,0.0,0.0,0.0,,
다사679347,2023,0.0,6.0,10.0,7.0,0.0,0.0,7.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,,,,
다사629301,2023,,,,,,,,,,,,,,,,,,
다사679346,2023,26.0,30.0,49.0,24.0,29.0,24.0,35.0,24.0,22.0,15.0,9.0,8.0,0.0,0.0,,0.0,,
다사629302,2023,,,,,,,,,,,,,,,,,,
다사679345,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
다사629290,2023,,,,,,,,0.0,0.0,,,,,,,,,
다사629289,2023,,,,,,,,,,,,,,,,,,
다사628378,2023,,,,,,,,,,,,,,,,,,
다사628381,2023,,,,,,,,,,,,,,,,,,
다사679376,2023,23.0,19.0,44.0,23.0,21.0,27.0,28.0,28.0,38.0,36.0,20.0,17.0,8.0,9.0,,0.0,,
다사629281,2023,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,
다사679377,2023,32.0,34.0,47.0,27.0,41.0,23.0,39.0,43.0,53.0,46.0,19.0,28.0,6.0,16.0,0.0,0.0,,
다사679378,2023,13.0,26.0,21.0,19.0,23.0,9.0,15.0,23.0,34.0,27.0,6.0,11.0,0.0,8.0,0.0,0.0,,
다사629280,2023,,,,,,,,,,,,,,,,,,
다사679379,2023,34.0,26.0,27.0,18.0,34.0,27.0,55.0,42.0,49.0,57.0,19.0,35.0,9.0,14.0,0.0,6.0,,
다사679380,2023,26.0,21.0,46.0,21.0,49.0,30.0,51.0,43.0,49.0,58.0,19.0,33.0,6.0,14.0,,0.0,,
다사679365,2023,,,,,,,,,,,,,,,,,,
다사679381,2023,17.0,15.0,23.0,9.0,16.0,13.0,54.0,27.0,44.0,36.0,17.0,18.0,7.0,9.0,0.0,0.0,,
다사628380,2023,,,,,,,,,,,,,,,,,,
다사679382,2023,7.0,0.0,8.0,9.0,13.0,0.0,21.0,11.0,25.0,8.0,11.0,8.0,0.0,0.0,0.0,,,
다사628379,2023,,,,,,,,,,,,,,,,,,
다사679383,2023,37.0,22.0,31.0,21.0,34.0,28.0,29.0,43.0,45.0,55.0,22.0,31.0,0.0,8.0,,0.0,,
다사679384,2023,23.0,29.0,44.0,23.0,31.0,27.0,33.0,37.0,29.0,52.0,23.0,26.0,7.0,8.0,0.0,0.0,,
다사629282,2023,,,,,,,,,,,,,,,,,,
다사679375,2023,22.0,13.0,39.0,17.0,19.0,17.0,28.0,20.0,31.0,27.0,17.0,16.0,0.0,10.0,,0.0,,
다사679374,2023,,,,,,,,,,,,,,,,,,
다사629283,2023,,,,,0.0,,,,,,0.0,0.0,,,,,,
다사679373,2023,12.0,10.0,65.0,54.0,24.0,14.0,14.0,19.0,16.0,18.0,11.0,10.0,0.0,0.0,,0.0,,
다사629284,2023,,,,,,,,,,,,,,,,,,
다사679372,2023,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,
다사679371,2023,,0.0,,,,,,,,,,,,,,,,
다사629285,2023,,,,,,,,,,,,,,,,,,
다사679370,2023,,,,,,,,,,,,,,,,,,
다사629286,2023,,,,,,,,,,,,,,,,,,
다사679369,2023,16.0,13.0,17.0,16.0,14.0,17.0,17.0,21.0,32.0,23.0,9.0,6.0,0.0,0.0,,0.0,,
다사679368,2023,22.0,21.0,28.0,19.0,31.0,28.0,34.0,40.0,28.0,33.0,23.0,21.0,10.0,8.0,,,,
다사629287,2023,,,,,,,,,,0.0,,,,,,,,
다사679367,2023,21.0,16.0,20.0,22.0,21.0,22.0,22.0,23.0,31.0,32.0,13.0,11.0,0.0,9.0,0.0,0.0,,
다사629288,2023,,,,,,,,,,,,,,,,,,
다사679366,2023,8.0,15.0,42.0,40.0,11.0,8.0,0.0,7.0,0.0,6.0,0.0,0.0,,0.0,,0.0,,
다사628350,2023,,,,,,,,,,,,,,,,,,
다사680299,2023,,,,,,,,,,,,,,,,,,
다사628349,2023,,,,,,,,,,,,,,,,,,
다사680356,2023,,,,,,,,,,,,,,,,,,
다사628314,2023,,,,,,,,,,,,,,,,,,
다사680353,2023,,,,,,,,,,,,,,,,,,
다사628313,2023,,,,,,,,,,,,,,,,,,
다사680354,2023,,,,,,,,,,,,,,,,,,
다사680355,2023,,,,,,,,,,,,,,,,,,
다사628312,2023,,,,,,,,,,,,,,,,,,
다사628311,2023,,,,,,,,,,,,,,,,,,
다사628308,2023,,,,,,,,,,,,,,,,,,
다사680357,2023,,,,,,,,,,,,,,,,,,
다사680358,2023,,,,,,,,,,,,,,,,,,
다사628310,2023,,,,,,,,,,,,,,,,,,
다사680359,2023,,,,,,,,,,,,,,,,,,
다사628309,2023,,,,,,,,,,,,,,,,,,
다사680360,2023,,,,,,,,,,,,,,,,,,
다사680352,2023,0.0,0.0,22.0,15.0,9.0,8.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,0.0,,
다사680351,2023,,,,,,,,,,,,,,,,,,
다사628315,2023,,,,,,,,,,,,,,,,,,
다사680350,2023,,,,,,,,,,,,,,,,,,
다사628316,2023,,,,,,,,,,,,,,,,,,
다사680349,2023,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,,0.0,0.0,,0.0,,
다사680348,2023,14.0,14.0,14.0,13.0,9.0,11.0,16.0,21.0,17.0,20.0,8.0,0.0,0.0,0.0,0.0,,,
다사628317,2023,,,,,,,,,,,,,,,,,,
다사680347,2023,9.0,8.0,10.0,7.0,9.0,6.0,11.0,14.0,19.0,16.0,0.0,7.0,0.0,,,0.0,,
다사628318,2023,,,,,,,,,,,,,,,,,,
다사680346,2023,14.0,12.0,19.0,24.0,9.0,14.0,15.0,18.0,20.0,23.0,7.0,0.0,0.0,0.0,,0.0,,
다사680345,2023,16.0,18.0,18.0,25.0,34.0,23.0,24.0,31.0,22.0,32.0,16.0,35.0,9.0,17.0,,0.0,,
다사628319,2023,,,,,,,,,,,,,,,,,,
다사680344,2023,23.0,15.0,9.0,7.0,22.0,15.0,34.0,23.0,55.0,59.0,49.0,76.0,21.0,42.0,0.0,13.0,,0.0
다사628320,2023,,,,,,,,,,,,,,,,,,
다사680343,2023,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,
다사680342,2023,14.0,6.0,20.0,7.0,6.0,12.0,14.0,11.0,7.0,13.0,0.0,9.0,0.0,0.0,,,,
다사680361,2023,,,,,,,,,,,,,,,,,,
다사680362,2023,,,,,,,,,,,,,,,,,,
다사680300,2023,12.0,7.0,0.0,6.0,0.0,0.0,7.0,12.0,13.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,,
다사680377,2023,20.0,15.0,31.0,25.0,20.0,16.0,40.0,31.0,33.0,26.0,14.0,10.0,6.0,0.0,0.0,0.0,,
다사628300,2023,,,,,,,,,,,,,,,,,,
다사680374,2023,152.0,218.0,311.0,216.0,114.0,75.0,93.0,44.0,41.0,16.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,
다사628299,2023,,,,,,,,,,,,,,,,,,
다사680375,2023,15.0,9.0,10.0,10.0,13.0,15.0,18.0,21.0,20.0,27.0,14.0,9.0,0.0,7.0,,,,
다사680376,2023,25.0,22.0,27.0,19.0,23.0,8.0,28.0,28.0,33.0,27.0,12.0,18.0,0.0,11.0,,,,
다사628298,2023,,,,,,,,,,,,,,,,,,
다사628297,2023,,,,,,,,,,,,,,,,,,
다사628307,2023,,,,,,,,,,,,,,,,,,
다사680378,2023,34.0,30.0,44.0,31.0,45.0,30.0,40.0,33.0,30.0,36.0,28.0,30.0,11.0,9.0,0.0,0.0,,
다사680379,2023,41.0,22.0,47.0,32.0,42.0,30.0,50.0,41.0,53.0,51.0,24.0,41.0,11.0,16.0,,0.0,,
다사628296,2023,,,,,,,,,,,,,,,,,,
다사680380,2023,29.0,22.0,53.0,26.0,53.0,28.0,62.0,39.0,52.0,53.0,29.0,45.0,16.0,24.0,0.0,0.0,,
다사628295,2023,,,,,,,,,,,,,,,,,,
다사680381,2023,33.0,18.0,42.0,29.0,29.0,23.0,42.0,48.0,79.0,74.0,22.0,29.0,0.0,16.0,,0.0,,
다사680373,2023,27.0,19.0,78.0,68.0,42.0,47.0,30.0,35.0,30.0,35.0,10.0,16.0,9.0,0.0,,0.0,,
다사680372,2023,8.0,6.0,12.0,10.0,8.0,7.0,16.0,14.0,8.0,14.0,11.0,8.0,0.0,0.0,,,,
다사628301,2023,,,,,,,,,,,,,,,,,,
다사680371,2023,,,,,,,,,,,,,,,,,,
다사628302,2023,,,,,,,,,,,,,,,,,,
다사680370,2023,,,,,,,,,,,,,,,,,,
다사680369,2023,17.0,12.0,13.0,10.0,20.0,21.0,16.0,18.0,27.0,29.0,8.0,8.0,0.0,0.0,,0.0,,
다사628303,2023,,,,,,,,,,,,,,,,,,
다사680368,2023,32.0,25.0,39.0,39.0,43.0,28.0,35.0,54.0,60.0,69.0,29.0,26.0,12.0,14.0,,0.0,,
다사628304,2023,,,,,,,,,,,,,,,,,,
다사680367,2023,11.0,9.0,15.0,17.0,23.0,16.0,21.0,24.0,20.0,30.0,17.0,20.0,6.0,6.0,,0.0,,
다사680366,2023,6.0,7.0,14.0,22.0,20.0,8.0,12.0,19.0,32.0,18.0,7.0,9.0,0.0,6.0,,0.0,,
다사628305,2023,,,,,,,,,,,,,,,,,,
다사680365,2023,,,,,,,,,,,,,,,,,,
다사628306,2023,,,,,,,,,,,,,,,,,,
다사680364,2023,,,,,,,,,,,,,,,,,,
다사680363,2023,,,,,,,,,,,,,,,,,,
다사628321,2023,,,,,,,,,,,,,,,,,,
다사680341,2023,0.0,7.0,0.0,0.0,0.0,11.0,14.0,10.0,0.0,0.0,0.0,0.0,,0.0,,,,
다사628322,2023,0.0,,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,,,,,,,,
다사628339,2023,,,,,,,,,,,,,,,,,,
다사680311,2023,,,,,,,,,,,,,,,,,,
다사628341,2023,,,,,,,,,,,,,,,,,,
다사680312,2023,,,,,,,,,,,,,,,,,,
다사680313,2023,,,,,,,,,,,,,,,,,,
다사628340,2023,,,,,,,,,,,,,,,,,,
다사680314,2023,,,,,0.0,,,,,,0.0,,,,,,,
다사680315,2023,,,,,,,,,,,,,,,,,,
다사680340,2023,,,,,,,,,,,,,,,,,,
다사680316,2023,6.0,0.0,9.0,0.0,8.0,6.0,0.0,6.0,7.0,10.0,0.0,0.0,0.0,0.0,,,,
다사628338,2023,,,,,,,,,,,,,,,,,,
다사680317,2023,10.0,0.0,7.0,9.0,0.0,0.0,8.0,11.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,,,
다사628337,2023,,,,,,,,,,,,,,,,,,
다사680318,2023,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,,,,0.0,,,,
다사680319,2023,,,,,,,,,,,,,,,,,,
다사628342,2023,,,,,,,,,,,,,,,,,,
다사680310,2023,32.0,37.0,46.0,36.0,37.0,29.0,34.0,28.0,14.0,21.0,12.0,7.0,0.0,0.0,,0.0,,
다사680309,2023,6.0,0.0,7.0,10.0,0.0,0.0,0.0,7.0,10.0,10.0,0.0,0.0,,,,0.0,,
다사628343,2023,,,,,,,,,,,,,,,,,,
다사680308,2023,41.0,37.0,16.0,20.0,27.0,40.0,47.0,56.0,35.0,28.0,11.0,14.0,0.0,0.0,,0.0,,
다사628344,2023,,,,,,,,,,,,,,,,,,
다사680307,2023,11.0,12.0,10.0,8.0,16.0,22.0,13.0,15.0,6.0,18.0,0.0,0.0,0.0,0.0,,,,
다사680306,2023,,,,,,,,,,,,,,,,,,
다사628345,2023,,,,,,,,,,,,,,,,,,
다사680305,2023,,,,,,,,,,,,,,,,,,
다사628346,2023,,,,,,,,,,,,,,,,,,
다사680304,2023,16.0,6.0,6.0,8.0,0.0,7.0,10.0,13.0,18.0,12.0,0.0,6.0,0.0,0.0,,0.0,,
다사680303,2023,16.0,22.0,10.0,12.0,16.0,15.0,26.0,24.0,16.0,17.0,7.0,8.0,0.0,0.0,,0.0,,
다사628347,2023,,,,,,,,,,,,,,,,,,
다사680302,2023,29.0,29.0,22.0,17.0,36.0,45.0,38.0,45.0,27.0,32.0,14.0,18.0,10.0,10.0,,0.0,,
다사628348,2023,,,,,,,,,,,,,,,,,,
다사680301,2023,19.0,28.0,30.0,34.0,34.0,36.0,39.0,42.0,41.0,47.0,13.0,19.0,10.0,8.0,0.0,0.0,,
다사628336,2023,,,,,,,,,,,,,,,,,,
다사680320,2023,,,,,,,,,,,,,,,,,,
다사628335,2023,,,,,,,,,,,,,,,,,,
다사680331,2023,,,,,,,,,,,,,,,,,,
다사680339,2023,,,,,,,,,,,,,,,,,,
다사628323,2023,7.0,0.0,0.0,0.0,9.0,15.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
다사680338,2023,,,,,,,,,,,,,,,,,,
다사628324,2023,0.0,0.0,0.0,11.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
다사680337,2023,,,,,,,,,,,,,,,,,,
다사680336,2023,,,,,,,,,,,,,,,,,,
다사628325,2023,0.0,8.0,6.0,9.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,
다사680335,2023,,,,,,,,,,,,,,,,,,
다사628326,2023,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,
다사680334,2023,,,,,,,,,,,,,,,,,,
다사680333,2023,,,,,,,,,,,,,,,,,,
다사628327,2023,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,
다사680332,2023,,,,,,,,,,,,,,,,,,
다사628328,2023,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
다사680330,2023,,,,,,,,,,,,,,,,,,
다사680321,2023,,,,,,,,,,,,,,,,,,
다사628329,2023,,,,,,,,,,,,,,,,,,
다사680329,2023,,,,,,,,,,,,,,,,,,
다사628330,2023,,,,,,,,,,,,,,,,,,
다사680328,2023,,,,,,,,,,,,,,,,,,
다사680327,2023,,,,,,,,,,,,,,,,,,
다사628331,2023,,,,,,,,,,,,,,,,,,
다사680326,2023,,,,,,,,,,,,,,,,,,
다사628332,2023,,,,,,,,,,,,,,,,,,
다사680325,2023,,,,,,,,,,,,,,,,,,
다사680324,2023,,,,,,,,,,,,,,,,,,
다사628333,2023,,,,,,,,,,,,,,,,,,
다사680323,2023,,,,,,,,,,,,,,,,,,
다사628334,2023,,,,,,,,,,,,,,,,,,
다사680322,2023,,,,,,,,,,,,,,,,,,
다사682292,2023,,,,,,,,,,,,,,,,,,
다사627285,2023,,,,,,,,,,,,,,,,,,
다사684369,2023,,,,,,,,,,,,,,,,,,
다사683389,2023,24.0,26.0,29.0,19.0,21.0,17.0,36.0,38.0,34.0,24.0,13.0,26.0,11.0,8.0,0.0,,,
다사683385,2023,29.0,24.0,31.0,16.0,26.0,33.0,42.0,39.0,42.0,43.0,20.0,21.0,11.0,6.0,0.0,0.0,,
다사683386,2023,35.0,24.0,42.0,34.0,27.0,32.0,40.0,46.0,31.0,40.0,19.0,22.0,0.0,18.0,0.0,0.0,,
다사625343,2023,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
다사683387,2023,29.0,19.0,26.0,20.0,29.0,26.0,39.0,29.0,32.0,30.0,13.0,13.0,8.0,10.0,,,,
다사625342,2023,,,,,,,,,,,,,,,,,,
다사683388,2023,33.0,21.0,33.0,24.0,29.0,26.0,35.0,30.0,42.0,33.0,18.0,22.0,14.0,16.0,,0.0,,
다사625341,2023,,,,,,,,,,,,,,,,,,
다사683394,2023,,,,,,,,,,,,,,,,,,
다사683390,2023,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,
다사625340,2023,,,,,,,,,,,,,,,,,,
다사683391,2023,,,,,,,,,,,,,,,,,,
다사683392,2023,,,,,,,,,,,,,,,,,,
다사625339,2023,,,,,,,,,,,,,,,,,,
다사683393,2023,,,,,,,,,,,,,,,,,,
다사625344,2023,,,,,,,,,,,,,,,,,,
다사683384,2023,29.0,16.0,17.0,9.0,32.0,34.0,30.0,24.0,19.0,20.0,8.0,7.0,0.0,8.0,,0.0,,0.0
다사625345,2023,,,,,,,,,,,,,,,,,,
다사683383,2023,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,
다사683382,2023,29.0,37.0,39.0,35.0,76.0,63.0,94.0,62.0,59.0,65.0,26.0,35.0,14.0,18.0,0.0,0.0,,
다사625346,2023,,,,,,,,,,,,,,,,,,
다사683381,2023,41.0,30.0,37.0,34.0,47.0,32.0,55.0,44.0,70.0,69.0,34.0,31.0,0.0,13.0,,0.0,,
다사625347,2023,,,,,,,,,,,,,,,,,,
다사683380,2023,41.0,33.0,45.0,27.0,37.0,43.0,50.0,33.0,55.0,46.0,24.0,36.0,0.0,17.0,0.0,0.0,,
다사683379,2023,35.0,35.0,33.0,21.0,38.0,25.0,57.0,37.0,57.0,52.0,27.0,27.0,13.0,19.0,,0.0,,
다사625348,2023,,,,,,,,,,,,,,,,,,
다사683378,2023,17.0,19.0,25.0,14.0,23.0,13.0,40.0,30.0,36.0,31.0,15.0,30.0,7.0,10.0,,0.0,,
다사625349,2023,,,,,,,,,,,,,,,,,,
다사683377,2023,,,,,,,,,,,,,,,,,,
다사683376,2023,,,,,0.0,,6.0,0.0,7.0,0.0,0.0,,0.0,0.0,,,,
다사625350,2023,,,,,,,,,,,,,,,,,,
다사683375,2023,13.0,11.0,10.0,16.0,29.0,23.0,23.0,13.0,21.0,15.0,7.0,11.0,0.0,0.0,,,,
다사625338,2023,,,,,,,,,,,,,,,,,,
다사683395,2023,,,,,,,,,,,,,,,,,,
다사683374,2023,32.0,31.0,56.0,39.0,31.0,33.0,43.0,45.0,46.0,58.0,17.0,24.0,10.0,14.0,,0.0,,
다사683410,2023,,,,,,,,,,,,,,,,,,
다사683406,2023,,,,,,,,,,,,,,,,,,
다사683407,2023,33.0,51.0,82.0,74.0,65.0,45.0,37.0,40.0,10.0,15.0,0.0,0.0,0.0,0.0,,0.0,,
다사625329,2023,8.0,7.0,6.0,0.0,0.0,0.0,14.0,11.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,
다사683408,2023,23.0,15.0,23.0,34.0,37.0,35.0,25.0,32.0,21.0,15.0,0.0,6.0,0.0,0.0,,0.0,,
다사625328,2023,7.0,6.0,0.0,0.0,0.0,12.0,11.0,11.0,11.0,11.0,9.0,7.0,0.0,0.0,,0.0,,
다사683409,2023,,,,,,,,,,,,,,,,,,
다사625327,2023,0.0,0.0,9.0,8.0,10.0,8.0,9.0,10.0,0.0,8.0,7.0,7.0,0.0,0.0,,,0.0,
다사625337,2023,,,,,,,,,,,,,,,,,,
다사683411,2023,,,,,,,,,,,,,,,,,,
다사625326,2023,0.0,0.0,12.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
다사683412,2023,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,9.0,13.0,0.0,0.0,,,,,,
다사683413,2023,6.0,7.0,6.0,0.0,9.0,8.0,0.0,7.0,9.0,9.0,0.0,0.0,,,,,,
다사625325,2023,6.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,,,7.0,0.0,,,,,
다사683414,2023,8.0,7.0,20.0,22.0,44.0,40.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
다사625330,2023,,,,,,,,,,,,,,,,,,
다사683405,2023,,,,,,,,,,,,,,,,,,
다사625331,2023,,,,,,,,,,,,,,,,,,
다사683404,2023,,,,,,,,,,,,,,,,,,
다사683403,2023,,,,,,,,,,,,,,,,,,
다사625332,2023,,,,,,,,,,,,,,,,,,
다사683402,2023,,,,,,,,,,,,,,,,,,
다사625333,2023,,,,,,,,,,,,,,,,,,
다사683401,2023,,,,,,,,,,,,,,,,,,
다사683400,2023,,,,,,,,,,,,,,,,,,
다사625334,2023,,,,,,,,,,,,,,,,,,
다사683399,2023,,,,,,,,,,,,,,,,,,
다사625335,2023,,,,,,,,,,,,,,,,,,
다사683398,2023,,,,,,,,,,,,,,,,,,
다사683397,2023,,,,,,,,,,,,,,,,,,
다사625336,2023,,,,,,,,,,,,,,,,,,
다사683396,2023,,,,,,,,,,,,,,,,,,
다사625351,2023,,,,,,,,,,,,,,,,,,
다사683373,2023,17.0,13.0,22.0,24.0,24.0,31.0,22.0,27.0,26.0,32.0,16.0,17.0,11.0,12.0,,0.0,,
다사683332,2023,,,,,,,,,,,,,,,,,,
다사683347,2023,,,,,,,,,,,,,,,,,,
다사683343,2023,0.0,,0.0,0.0,9.0,10.0,8.0,11.0,22.0,23.0,17.0,23.0,6.0,19.0,,6.0,,0.0
다사683344,2023,28.0,30.0,19.0,20.0,27.0,41.0,41.0,46.0,27.0,28.0,10.0,10.0,0.0,6.0,0.0,0.0,,
다사625371,2023,,,,,,,,,,,,,,,,,,
다사683345,2023,32.0,43.0,57.0,56.0,63.0,63.0,47.0,49.0,21.0,28.0,8.0,16.0,0.0,0.0,,,,
다사625370,2023,,,,,,,,,,,,,,,,,,
다사683346,2023,,,,,,,,,,,,,,0.0,,0.0,,
다사625369,2023,,,,,,,,,0.0,,,,,,,,,
다사683352,2023,,,,,,,,,,,,,,,,,,
다사683348,2023,32.0,25.0,40.0,53.0,49.0,48.0,55.0,55.0,36.0,34.0,6.0,11.0,7.0,8.0,0.0,0.0,,
다사625368,2023,,,,,,,0.0,,,,,,,,,,,
다사683349,2023,16.0,14.0,25.0,29.0,13.0,20.0,22.0,20.0,11.0,21.0,0.0,7.0,,7.0,0.0,,,
다사683350,2023,13.0,12.0,50.0,44.0,25.0,24.0,20.0,17.0,16.0,30.0,9.0,12.0,0.0,8.0,,0.0,,
다사625367,2023,,,,,,,,,,,,,,,,,,
다사683351,2023,0.0,9.0,36.0,29.0,26.0,16.0,10.0,14.0,17.0,21.0,12.0,10.0,0.0,0.0,,0.0,,
다사625372,2023,,,,,,,,,,,,,,,,,,
다사683342,2023,8.0,8.0,0.0,8.0,8.0,8.0,9.0,11.0,8.0,12.0,0.0,0.0,0.0,0.0,,0.0,,
다사625373,2023,,,,,,,,,,,,,,,,,,
다사683341,2023,,,,,,,,,0.0,,,,,,,,,
다사683340,2023,,,,,,,,,,,,,,,,,,
다사625374,2023,,,,,,,,,,,,,,,,,,
다사683339,2023,,,,,,,,,,,,,,,,,,
다사625375,2023,,,,,,,,,,,,,,,,,,
다사683338,2023,,,,,,,,,,,,,,,,,,
다사683337,2023,,,,,,,,,,,,,,,,,,
다사625376,2023,,,,,,,,,,,,,,,,,,
다사683336,2023,,,,,,,,,,,,,,,,,,
다사625377,2023,,,,,,,,,,,,,,,,,,
다사683335,2023,,,,,,,,,,,,,,,,,,
다사683334,2023,,,,,,,,,,,,,,,,,,
다사625378,2023,,,,,,,,,,,,,,,,,,
다사683333,2023,,,,,,,,,,,,,,,,,,
다사625366,2023,,,,,,,,,,,,,,,,,,
다사683353,2023,,,,,,,,,,,,,,,,,,
다사625352,2023,,,,,,,,,,,,,,,,,,
다사683368,2023,,,,,,,,,,,,,,,,,,
다사683364,2023,,,,,,,,,,0.0,,,,,,,,
다사683365,2023,8.0,0.0,8.0,0.0,0.0,0.0,8.0,7.0,6.0,8.0,0.0,0.0,0.0,9.0,,11.0,,
다사625357,2023,,,,,0.0,,,,,,,,,,,,,
다사683366,2023,10.0,10.0,17.0,0.0,10.0,7.0,9.0,10.0,11.0,10.0,7.0,0.0,0.0,6.0,,0.0,,
다사625356,2023,,,,,,,,,,,,,,0.0,,,,
다사683367,2023,,,,,,0.0,,,,,,,,,,,,
다사625355,2023,,,,,,,,,,,,,,,,,,
다사625365,2023,,,,,,,,,,,,,,,,,,
다사683369,2023,,,,,,,,,,,,,,,,,,
다사625354,2023,,,,,,,,,,,,,,,,,,
다사683370,2023,,,,,,,,,,,,,,,,,,
다사683371,2023,25.0,17.0,22.0,13.0,33.0,24.0,31.0,28.0,25.0,29.0,12.0,17.0,8.0,12.0,,0.0,,
다사625353,2023,,,,,,,,,,,,,,,,,,
다사683372,2023,29.0,26.0,34.0,21.0,42.0,39.0,45.0,47.0,44.0,55.0,24.0,23.0,11.0,19.0,,0.0,,
다사625358,2023,,,,,,,,,0.0,,,,,,,,,
다사683363,2023,,,,,,,,,,,,,,,,,,
다사625359,2023,,,,,,,,,,,,,,,,,,
다사683362,2023,,,,,,,,,,,,,,,,,,
다사683361,2023,,,,,,,,,,,,,,,,,,
다사625360,2023,,,,,,,,,,,,,,,,,,
다사683360,2023,,,,,,,,,,,,,,,,,,
다사625361,2023,,,,,,,,,,,,,,,,,,
다사683359,2023,,,,,,,,,,,,,,,,,,
다사683358,2023,,,,,,,,,,,,,,,,,,
다사625362,2023,,,,,,,,,,,,,,,,,,
다사683357,2023,,,,,,,,,,,,,,,,,,
다사625363,2023,,,,,,,,,,,,,,,,,,
